ChildPoverty,MedianIncome,Obama2008,GOP2party2010,GOPwin2010,WhitePct,Ideology
0.2,37143,0.41999999,0.50400001,1,0.95999998,0.39700001
0.2,40847,0.44,0.69800001,1,0.94,0.48199999
0.31,32489,0.41999999,0.44,0,0.94,-0.32300001
0.15000001,55704,0.50999999,0.69400001,1,0.88,0.87300003
0.13,55575,0.69,0.382,0,0.88999999,-0.55400002
0.14,48639,0.57999998,0.47999999,0,0.95999998,-0.294
0.38,36359,0.75,0.30000001,0,0.50999999,-0.53799999
0.07,67349,0.41,0.71700001,1,0.94,1.2
0.13,49869,0.5,0.70700002,1,0.94,0.77600002
0.17,45236,0.56,0.54000002,1,0.94999999,0.78100002
0.15000001,49390,0.54000002,0.54900002,1,0.92000002,0.88599998
0.13,51731,0.33000001,0.74199998,1,0.88999999,0.93199998
